first_name,title,company,email,linkedin,website,business_address,google_review_link,yelp_link,phone,notes
,,La Trappe,,,https://www.latrappecafe.com/,"800 Greenwich Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=La%20Trappe%20800%20Greenwich%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=La%20Trappe&find_loc=San%20Francisco%2C%20CA,,belgian
,,Don Pistos,,,https://www.donpistos.com/,"510 Union Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Don%20Pistos%20510%20Union%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Don%20Pistos&find_loc=San%20Francisco%2C%20CA,,mexican
,,ABV,info@abvsf.com,,https://www.abvsf.com/,"3174 16th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=ABV%203174%2016th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=ABV&find_loc=San%20Francisco%2C%20CA,+1 415 4004748,
,,Cafe Mason,,,https://www.masondiner.com/,"320 Mason Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Cafe%20Mason%20320%20Mason%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Cafe%20Mason&find_loc=San%20Francisco%2C%20CA,+1 415-544-0320,international;mexican
,,Pinecrest Diner,micah@micahrich.com,,https://pinecrestdiner.com/,"401 Geary Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Pinecrest%20Diner%20401%20Geary%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Pinecrest%20Diner&find_loc=San%20Francisco%2C%20CA,+1 415 8856407,american
,,Another Cafe,info@anothercafesf.com,,https://www.anothercafesf.com/,"1191 Pine Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Another%20Cafe%201191%20Pine%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Another%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 8575770,coffee_shop
,,Asa Sushi,,,http://www.asasushisf.com/,"2365 Chestnut Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Asa%20Sushi%202365%20Chestnut%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Asa%20Sushi&find_loc=San%20Francisco%2C%20CA,+1 415-345-8263,sushi
,,Squat & Gobble,,,https://squatandgobble.com/,"2263 Chestnut Street, San Francisco, CA, 94123",https://www.google.com/maps/search/?api=1&query=Squat%20%26%20Gobble%202263%20Chestnut%20Street%2C%20San%20Francisco%2C%20CA%2C%2094123,https://www.yelp.com/search?find_desc=Squat%20%26%20Gobble&find_loc=San%20Francisco%2C%20CA,+1-415-441-2200,american
,,Beach Chalet,marketing+beach@chaletrestaurants.com,,https://www.beachchalet.com/,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Beach%20Chalet%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Beach%20Chalet&find_loc=San%20Francisco%2C%20CA,,western;grill
,,Beach Chalet Brewery & Restaurant,marketing@chaletrestaurants.com,,https://www.parkchalet.com,"1000 Great Highway, San Francisco, CA, 94121",https://www.google.com/maps/search/?api=1&query=Beach%20Chalet%20Brewery%20%26%20Restaurant%201000%20Great%20Highway%2C%20San%20Francisco%2C%20CA%2C%2094121,https://www.yelp.com/search?find_desc=Beach%20Chalet%20Brewery%20%26%20Restaurant&find_loc=San%20Francisco%2C%20CA,,western;grill
,,Pancho Villa,panchovillasf@gmail.com,,http://sfpanchovilla.com,"3071 16th Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Pancho%20Villa%203071%2016th%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Pancho%20Villa&find_loc=San%20Francisco%2C%20CA,,mexican
,,Swig,,,http://www.swig-bar.com/,"561 Geary Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Swig%20561%20Geary%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Swig&find_loc=San%20Francisco%2C%20CA,+1 415 9317292,
,,Ike's Kitchen,,,https://www.ikeskitchensf.com/,"800 Van Ness Avenue, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Ike%27s%20Kitchen%20800%20Van%20Ness%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Ike%27s%20Kitchen&find_loc=San%20Francisco%2C%20CA,+1 415 7755800,sushi
,,Son & Garden,,,https://sonandgarden.com/san-francisco,"700 Polk Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Son%20%26%20Garden%20700%20Polk%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Son%20%26%20Garden&find_loc=San%20Francisco%2C%20CA,+1 415 9137404,
,,Underdogs Too,,,https://undrdogstoo.com,"3600 Taraval Street, San Francisco, CA, 94116",https://www.google.com/maps/search/?api=1&query=Underdogs%20Too%203600%20Taraval%20Street%2C%20San%20Francisco%2C%20CA%2C%2094116,https://www.yelp.com/search?find_desc=Underdogs%20Too&find_loc=San%20Francisco%2C%20CA,+1-415-759-8112,mexican
,,Chubby Noodle,,,https://www.chubbynoodle.com/north-beach,"570 Green Street, San Francisco, CA, 94133",https://www.google.com/maps/search/?api=1&query=Chubby%20Noodle%20570%20Green%20Street%2C%20San%20Francisco%2C%20CA%2C%2094133,https://www.yelp.com/search?find_desc=Chubby%20Noodle&find_loc=San%20Francisco%2C%20CA,+1 415 2969600,noodle
,,Columbus Cafe,beka.columbuscafe@gmail.com,,https://www.columbuscafesf.com/,"562 Green Street, San Francisco, CA, 94133",https://www.google.com/maps/search/?api=1&query=Columbus%20Cafe%20562%20Green%20Street%2C%20San%20Francisco%2C%20CA%2C%2094133,https://www.yelp.com/search?find_desc=Columbus%20Cafe&find_loc=San%20Francisco%2C%20CA,+1 415 2742599,
,,Sotto Mare,sottomare@outlook.com,,https://www.sottomaresf.com/,"552 Green Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Sotto%20Mare%20552%20Green%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Sotto%20Mare&find_loc=San%20Francisco%2C%20CA,+1 415 3983181,italian;seafood
,,Ritual Coffee Roasters,,,https://ritualroasters.com/,"1026 Valencia Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Ritual%20Coffee%20Roasters%201026%20Valencia%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Ritual%20Coffee%20Roasters&find_loc=San%20Francisco%2C%20CA,+1 415 641 1011,coffee_shop
,,Giorgio's Pizza,,,http://www.giorgiospizza.com/,"151 Clement Street, San Francisco, CA, 94118",https://www.google.com/maps/search/?api=1&query=Giorgio%27s%20Pizza%20151%20Clement%20Street%2C%20San%20Francisco%2C%20CA%2C%2094118,https://www.yelp.com/search?find_desc=Giorgio%27s%20Pizza&find_loc=San%20Francisco%2C%20CA,+1-415-668-1266,pizza
,,Tavola Rustica,,,https://www.tavolarustica.com/,"215 Church Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Tavola%20Rustica%20215%20Church%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Tavola%20Rustica&find_loc=San%20Francisco%2C%20CA,,italian
,,House of Shields,,,https://www.thehouseofshields.com/,"39 New Montgomery Street, San Francisco, CA, 94105",https://www.google.com/maps/search/?api=1&query=House%20of%20Shields%2039%20New%20Montgomery%20Street%2C%20San%20Francisco%2C%20CA%2C%2094105,https://www.yelp.com/search?find_desc=House%20of%20Shields&find_loc=San%20Francisco%2C%20CA,+1 415-975-8651,
,,Inle Burmese Cuisine,contact@inleburmesecuisine.com,,https://inleburmesecuisine.com,"822 Irving Street, San Francisco, CA, 94122",https://www.google.com/maps/search/?api=1&query=Inle%20Burmese%20Cuisine%20822%20Irving%20Street%2C%20San%20Francisco%2C%20CA%2C%2094122,https://www.yelp.com/search?find_desc=Inle%20Burmese%20Cuisine&find_loc=San%20Francisco%2C%20CA,+1-415-374-7378,burmese;thai;asian
,,Pakwan,,,https://pakwanrestaurant.com/guerrero/,"3180-82 16th Street, San Francisco, CA, 94103",https://www.google.com/maps/search/?api=1&query=Pakwan%203180-82%2016th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094103,https://www.yelp.com/search?find_desc=Pakwan&find_loc=San%20Francisco%2C%20CA,+1-415-255-2440,indian;pakistani
,,The Orbit Room,courtney@orbitroomsf.com,,https://www.orbitroomsf.com/,"1900 Market Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=The%20Orbit%20Room%201900%20Market%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=The%20Orbit%20Room&find_loc=San%20Francisco%2C%20CA,+1 415 9326655,
,,Suppenküche,,,https://www.suppenkuche.com/,"525 Laguna Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Suppenk%C3%BCche%20525%20Laguna%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Suppenk%C3%BCche&find_loc=San%20Francisco%2C%20CA,+1 415-252-9289,german
,,Bourbon and Branch,,,https://www.bourbonandbranch.com/,"501 Jones Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Bourbon%20and%20Branch%20501%20Jones%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Bourbon%20and%20Branch&find_loc=San%20Francisco%2C%20CA,+1 415 3461735,
,,Delfina,delfina@delfinasf.com,,https://www.delfinasf.com/,"3621 18th Street, San Francisco, CA, 94110",https://www.google.com/maps/search/?api=1&query=Delfina%203621%2018th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094110,https://www.yelp.com/search?find_desc=Delfina&find_loc=San%20Francisco%2C%20CA,+1 415 552 4055,italian;pizza
,,Mochica,info@mochicasf.com,,http://www.mochicasf.com/,"1469 18th Street, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Mochica%201469%2018th%20Street%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Mochica&find_loc=San%20Francisco%2C%20CA,+1 415-278-0480,peruvian
,,Goat Hill Pizza,,,http://www.goathill.com,"300 Connecticut Street, San Francisco, CA, 94107",https://www.google.com/maps/search/?api=1&query=Goat%20Hill%20Pizza%20300%20Connecticut%20Street%2C%20San%20Francisco%2C%20CA%2C%2094107,https://www.yelp.com/search?find_desc=Goat%20Hill%20Pizza&find_loc=San%20Francisco%2C%20CA,+1-415-641-1440,pizza
,,Thailand Restaurant,,,https://thailandrestaurantsf.com/,"438A Castro Street, San Francisco, CA, 94114",https://www.google.com/maps/search/?api=1&query=Thailand%20Restaurant%20438A%20Castro%20Street%2C%20San%20Francisco%2C%20CA%2C%2094114,https://www.yelp.com/search?find_desc=Thailand%20Restaurant&find_loc=San%20Francisco%2C%20CA,+1-415-863-6868,thai
,,Sakana,,,https://sakanasf.com/,"605 Post Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Sakana%20605%20Post%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Sakana&find_loc=San%20Francisco%2C%20CA,,sushi
,,Owl Tree,info@owltreesf.com,,https://www.owltreesf.com/,"601 Post Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Owl%20Tree%20601%20Post%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Owl%20Tree&find_loc=San%20Francisco%2C%20CA,+1 415 3591600,
,,Zzan,sangjinkim80@gmail.com,,https://www.zzansf.com/,"643 Post Street, San Francisco, CA, 94109",https://www.google.com/maps/search/?api=1&query=Zzan%20643%20Post%20Street%2C%20San%20Francisco%2C%20CA%2C%2094109,https://www.yelp.com/search?find_desc=Zzan&find_loc=San%20Francisco%2C%20CA,+1 415 8729977,korean
,,Akiko's Sushi Bar,jonpinhorn.typedesign@gmail.com,,https://akikossushibar.com/,"542 Mason Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Akiko%27s%20Sushi%20Bar%20542%20Mason%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Akiko%27s%20Sushi%20Bar&find_loc=San%20Francisco%2C%20CA,+1 415-989-8218,sushi
,,Lost Cat,lostcatbar@gmail.com,,https://www.lostcatsf.com/,"587 Post Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Lost%20Cat%20587%20Post%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Lost%20Cat&find_loc=San%20Francisco%2C%20CA,,
,,Matador,info@matadorsf.com,,https://matadorsf.com/,"679 Sutter Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Matador%20679%20Sutter%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Matador&find_loc=San%20Francisco%2C%20CA,+1 415 5253557,mexican
,,Il Parco,,,https://ilparcosf.com/,"215 Lincoln Boulevard, San Francisco, CA, 94129",https://www.google.com/maps/search/?api=1&query=Il%20Parco%20215%20Lincoln%20Boulevard%2C%20San%20Francisco%2C%20CA%2C%2094129,https://www.yelp.com/search?find_desc=Il%20Parco&find_loc=San%20Francisco%2C%20CA,,
Jorge,Owner,Tlaloc,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Jorge%22%20%22Tlaloc%22%20San%20Francisco%20restaurant,https://tlalocsf.com/,"525 Commercial Street, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Tlaloc%20525%20Commercial%20Street%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Tlaloc&find_loc=San%20Francisco%2C%20CA,+1 510-753-0935,mexican
Tom,Chef,Lion West Portal,jonpinhorn.typedesign@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Tom%22%20%22Lion%20West%20Portal%22%20San%20Francisco%20restaurant,https://lionwestportal.com/,"301 West Portal Avenue, San Francisco, CA, 94127",https://www.google.com/maps/search/?api=1&query=Lion%20West%20Portal%20301%20West%20Portal%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094127,https://www.yelp.com/search?find_desc=Lion%20West%20Portal&find_loc=San%20Francisco%2C%20CA,,sushi
,,Little Original Joe's,,,https://www.littleoriginaljoes.com/,"393 West Portal Avenue, San Francisco, CA, 94127",https://www.google.com/maps/search/?api=1&query=Little%20Original%20Joe%27s%20393%20West%20Portal%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094127,https://www.yelp.com/search?find_desc=Little%20Original%20Joe%27s&find_loc=San%20Francisco%2C%20CA,,italian
Nevarez,Owner,Hard Rock Cafe,jgoldman@golin.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Nevarez%22%20%22Hard%20Rock%20Cafe%22%20San%20Francisco%20restaurant,https://www.hardrock.com,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Hard%20Rock%20Cafe%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Hard%20Rock%20Cafe&find_loc=San%20Francisco%2C%20CA,+ 1 415 9562013,american
,,Cafe Réveille,,,https://www.cafereveille.com/lowerhaight,"201 Steiner Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Cafe%20R%C3%A9veille%20201%20Steiner%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Cafe%20R%C3%A9veille&find_loc=San%20Francisco%2C%20CA,+1 415-789-6258,sandwich;coffee_shop;salad;breakfast
,,Uva Enoteca,newuvabusiness@gmail.com,,https://www.uvaenoteca.com/,"568 Haight Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Uva%20Enoteca%20568%20Haight%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Uva%20Enoteca&find_loc=San%20Francisco%2C%20CA,,italian
,,Indian Oven,,,https://indianovensf.com/,"233 Fillmore Street, San Francisco, CA, 94117",https://www.google.com/maps/search/?api=1&query=Indian%20Oven%20233%20Fillmore%20Street%2C%20San%20Francisco%2C%20CA%2C%2094117,https://www.yelp.com/search?find_desc=Indian%20Oven&find_loc=San%20Francisco%2C%20CA,+1 415 6261628,indian
,,Toast Eatery,,,https://www.toasteatery.com/,"1748 Church Street, San Francisco, CA, 94131",https://www.google.com/maps/search/?api=1&query=Toast%20Eatery%201748%20Church%20Street%2C%20San%20Francisco%2C%20CA%2C%2094131,https://www.yelp.com/search?find_desc=Toast%20Eatery&find_loc=San%20Francisco%2C%20CA,+1-415-282-4328,american
,,KAIYŌ,,,https://kaiyosf.com,"1838 Union Street, San Francisco, CA, 94123",https://www.google.com/maps/search/?api=1&query=KAIY%C5%8C%201838%20Union%20Street%2C%20San%20Francisco%2C%20CA%2C%2094123,https://www.yelp.com/search?find_desc=KAIY%C5%8C&find_loc=San%20Francisco%2C%20CA,+1-415-525-4804,japanese;peruvian;asian
,,Sai's Vietnamese Restaurant,,,https://saisvietnameserestaurant.com/,"42 Columbus Avenue, San Francisco, CA, 94111",https://www.google.com/maps/search/?api=1&query=Sai%27s%20Vietnamese%20Restaurant%2042%20Columbus%20Avenue%2C%20San%20Francisco%2C%20CA%2C%2094111,https://www.yelp.com/search?find_desc=Sai%27s%20Vietnamese%20Restaurant&find_loc=San%20Francisco%2C%20CA,+1 415 362 3689,vietnamese;noodle;pho;sandwich
,,North Beach Pizza,,,http://www.northbeachpizza.net,"3054 Taraval Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=North%20Beach%20Pizza%203054%20Taraval%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=North%20Beach%20Pizza&find_loc=San%20Francisco%2C%20CA,+1-415-242-9100,pizza
,,Henry's Hunan,,,www.henryshunanrestaurant.com,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Henry%27s%20Hunan%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Henry%27s%20Hunan&find_loc=San%20Francisco%2C%20CA,+1-415-956-7727,
,,Vanida Thai Kitchen,,,http://www.vanidataraval.com/,"3050 Taraval Street, San Francisco, CA, 94116",https://www.google.com/maps/search/?api=1&query=Vanida%20Thai%20Kitchen%203050%20Taraval%20Street%2C%20San%20Francisco%2C%20CA%2C%2094116,https://www.yelp.com/search?find_desc=Vanida%20Thai%20Kitchen&find_loc=San%20Francisco%2C%20CA,+1-415-564-6766,thai
,,Pharaohs Mediterranean Sandwiches,,,http://pharaohssf.com,"608 Geary Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Pharaohs%20Mediterranean%20Sandwiches%20608%20Geary%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Pharaohs%20Mediterranean%20Sandwiches&find_loc=San%20Francisco%2C%20CA,+1 415 8021824,mediterranean;egyptian
Restaurant,Owner,The Thonglor,thonglorsf@gmail.com,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Restaurant%22%20%22The%20Thonglor%22%20San%20Francisco%20restaurant,https://www.thonglorsf.com/,"420 Geary Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=The%20Thonglor%20420%20Geary%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=The%20Thonglor&find_loc=San%20Francisco%2C%20CA,+1 415 3463121,thai
,,Amami,almightyoscars303@gmail.com,,http://www.katanayausa.com/,"430 Geary Street, San Francisco, CA, 94102",https://www.google.com/maps/search/?api=1&query=Amami%20430%20Geary%20Street%2C%20San%20Francisco%2C%20CA%2C%2094102,https://www.yelp.com/search?find_desc=Amami&find_loc=San%20Francisco%2C%20CA,,sushi
,,The Mortimer,,,https://www.marriott.com/en-us/hotels/sfoak-hotel-adagio-autograph-collection/dining/,"San Francisco, CA",https://www.google.com/maps/search/?api=1&query=The%20Mortimer%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=The%20Mortimer&find_loc=San%20Francisco%2C%20CA,,
,,Tratto,hello@tratto-sf.com,,https://www.tratto-sf.com/,"501 Geary Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Tratto%20501%20Geary%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Tratto&find_loc=San%20Francisco%2C%20CA,+1 415 2928151,italian;pizza
,,Biscuits & Blues,info@biscuitsandblues.com,,https://biscuitsandblues.com/,"401 Mason Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=Biscuits%20%26%20Blues%20401%20Mason%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=Biscuits%20%26%20Blues&find_loc=San%20Francisco%2C%20CA,+1 415 2922583,
,,House of Thai,,,https://www.houseofthaisf.com/,"901 Larkin Street, San Francisco, CA",https://www.google.com/maps/search/?api=1&query=House%20of%20Thai%20901%20Larkin%20Street%2C%20San%20Francisco%2C%20CA,https://www.yelp.com/search?find_desc=House%20of%20Thai&find_loc=San%20Francisco%2C%20CA,,thai
